timestamp,seconds,load
2025-02-20 00:01:05,65,24573.897565705294
2025-02-20 00:01:06,66,25173.717850523055
2025-02-20 00:01:07,67,24625.885187341464
2025-02-20 00:01:08,68,25775.436884571027
2025-02-20 00:01:09,69,24651.78328978679
2025-02-20 00:01:10,70,24495.79940069378
2025-02-20 00:01:11,71,25169.330913678536
2025-02-20 00:01:12,72,25449.9928825865
2025-02-20 00:01:13,73,24964.389693336125
2025-02-20 00:01:14,74,25347.02066924559
2025-02-20 00:01:15,75,25424.132662583714
2025-02-20 00:01:16,76,24741.148037242692
2025-02-20 00:01:17,77,24612.53529385789
2025-02-20 00:01:18,78,23664.723646619448
2025-02-20 00:01:19,79,24902.42925592392
2025-02-20 00:01:20,80,25125.367785388924
2025-02-20 00:01:21,81,24220.790827106488
2025-02-20 00:01:22,82,24212.875058450238
2025-02-20 00:01:23,83,24528.820138292976
2025-02-20 00:01:24,84,25742.76472802824
2025-02-20 00:01:25,85,25183.844772838842
2025-02-20 00:01:26,86,24902.317698346335
2025-02-20 00:01:27,87,24594.207518530642
2025-02-20 00:01:28,88,25031.98290728225
2025-02-20 00:01:29,89,24579.910295028647
2025-02-20 00:01:30,90,25337.450949194565
2025-02-20 00:01:31,91,24336.126491520325
2025-02-20 00:01:32,92,25139.493603102605
2025-02-20 00:01:33,93,24452.660641249306
2025-02-20 00:01:34,94,26141.673757411845
2025-02-20 00:01:35,95,24954.607505391657
2025-02-20 00:01:36,96,25005.51673893327
2025-02-20 00:01:37,97,25012.001025858786
2025-02-20 00:01:38,98,24953.47639447157
2025-02-20 00:01:39,99,24983.98298155402
2025-02-20 00:01:40,100,25111.18414285214
2025-02-20 00:01:41,101,24966.56431164369
2025-02-20 00:01:42,102,25169.05887051653
2025-02-20 00:01:43,103,24198.415341050106
2025-02-20 00:01:44,104,25249.431548799726
2025-02-20 00:01:45,105,25588.90106793754
2025-02-20 00:01:46,106,25230.883475220497
2025-02-20 00:01:47,107,24872.862708478933
2025-02-20 00:01:48,108,25567.450513532945
2025-02-20 00:01:49,109,25394.39805601968
2025-02-20 00:01:50,110,25031.376777322203
2025-02-20 00:01:51,111,24572.64600923622
2025-02-20 00:01:52,112,24398.776131104583
2025-02-20 00:01:53,113,25843.21160597562
2025-02-20 00:01:54,114,24717.40260544081
2025-02-20 00:01:55,115,25137.84960817364
2025-02-20 00:01:56,116,25746.06461981349
2025-02-20 00:01:57,117,24884.768819047385
2025-02-20 00:01:58,118,24249.60225342874
2025-02-20 00:01:59,119,25594.609922318694
2025-02-20 00:02:00,120,26262.395738728646
2025-02-20 00:02:01,121,24734.928241438756
2025-02-20 00:02:02,122,25213.984990548714
2025-02-20 00:02:03,123,25481.111968241494
2025-02-20 00:02:04,124,26041.887874935543
2025-02-20 00:02:05,125,25404.353540401156
2025-02-20 00:02:06,126,24406.874994179445
2025-02-20 00:02:07,127,25030.909897280257
2025-02-20 00:02:08,128,25207.914438731877
2025-02-20 00:02:09,129,24739.633850607283
2025-02-20 00:02:10,130,24594.401437870343
2025-02-20 00:02:11,131,25241.436750277808
2025-02-20 00:02:12,132,24906.28348944895
2025-02-20 00:02:13,133,24725.93946519854
2025-02-20 00:02:14,134,24293.93929949806
2025-02-20 00:02:15,135,24758.03458215402
2025-02-20 00:02:16,136,24294.4637480256
2025-02-20 00:02:17,137,24676.95569344018
2025-02-20 00:02:18,138,24297.399938333096
2025-02-20 00:02:19,139,24253.70351417028
2025-02-20 00:02:20,140,24623.752115508592
2025-02-20 00:02:21,141,24895.54335072928
2025-02-20 00:02:22,142,25272.10030614246
2025-02-20 00:02:23,143,24506.31087460482
2025-02-20 00:02:24,144,26107.848701265375
2025-02-20 00:02:25,145,25476.900996100612
2025-02-20 00:02:26,146,25246.98927448971
2025-02-20 00:02:27,147,24293.58878243268
2025-02-20 00:02:28,148,25254.86642001466
2025-02-20 00:02:29,149,26107.858888989434
2025-02-20 00:02:30,150,24186.08690978549
2025-02-20 00:02:31,151,25421.9102223019
2025-02-20 00:02:32,152,24893.208821092587
2025-02-20 00:02:33,153,25363.335872151813
2025-02-20 00:02:34,154,24877.52859222906
2025-02-20 00:02:35,155,25549.385946436985
2025-02-20 00:02:36,156,24124.941559018218
2025-02-20 00:02:37,157,25559.67574277015
2025-02-20 00:02:38,158,24687.3269213538
2025-02-20 00:02:39,159,24454.65427092913
2025-02-20 00:02:40,160,25374.517783797564
2025-02-20 00:02:41,161,25219.33313678788
2025-02-20 00:02:42,162,25431.730572941266
2025-02-20 00:02:43,163,24055.871322349183
2025-02-20 00:02:44,164,25377.5480404249
2025-02-20 00:02:45,165,25472.875789557605
2025-02-20 00:02:46,166,25640.359560022465
2025-02-20 00:02:47,167,24859.66499882808
2025-02-20 00:02:48,168,25183.96211540548
2025-02-20 00:02:49,169,24507.62794888697
2025-02-20 00:02:50,170,23785.82154962817
2025-02-20 00:02:51,171,25395.567172393603
2025-02-20 00:02:52,172,24022.505939145212
2025-02-20 00:02:53,173,25166.17998510102
2025-02-20 00:02:54,174,25504.63952949861
2025-02-20 00:02:55,175,25022.7584881777
2025-02-20 00:02:56,176,24395.476046192616
2025-02-20 00:02:57,177,24752.97092366653
2025-02-20 00:02:58,178,25429.926584293455
2025-02-20 00:02:59,179,25857.40405933604
2025-02-20 00:03:00,180,24951.151420986287
2025-02-20 00:03:01,181,25115.73608335905
2025-02-20 00:03:02,182,24867.841878655112
2025-02-20 00:03:03,183,24520.01595390317
2025-02-20 00:03:04,184,24798.577065896134
2025-02-20 00:03:05,185,25769.069360247304
2025-02-20 00:03:06,186,24761.7831749834
2025-02-20 00:03:07,187,25673.33948324722
2025-02-20 00:03:08,188,24991.63452637496
2025-02-20 00:03:09,189,23552.382594101546
2025-02-20 00:03:10,190,24878.363317105985
2025-02-20 00:03:11,191,26193.495233543523
2025-02-20 00:03:12,192,24159.521527721958
2025-02-20 00:03:13,193,24624.578691957013
2025-02-20 00:03:14,194,24833.567914172578
2025-02-20 00:03:15,195,25895.880273241513
2025-02-20 00:03:16,196,25374.10631565524
2025-02-20 00:03:17,197,25029.416064278754
2025-02-20 00:03:18,198,24860.33807903104
2025-02-20 00:03:19,199,24733.065238259784
2025-02-20 00:03:20,200,25868.58483925264
2025-02-20 00:03:21,201,25220.81367789303
2025-02-20 00:03:22,202,25114.032834177044
2025-02-20 00:03:23,203,25220.110275902458
2025-02-20 00:03:24,204,25137.19387754186
2025-02-20 00:03:25,205,25660.001362611274
2025-02-20 00:03:26,206,24729.082195061328
2025-02-20 00:03:27,207,24599.66654915951
2025-02-20 00:03:28,208,24408.036440339416
2025-02-20 00:03:29,209,25612.40393114525
2025-02-20 00:03:30,210,25042.52649922909
2025-02-20 00:03:31,211,24701.029311821916
2025-02-20 00:03:32,212,25141.533750227405
2025-02-20 00:03:33,213,24480.964726787923
2025-02-20 00:03:34,214,24874.921460863217
2025-02-20 00:03:35,215,25490.43788873765
2025-02-20 00:03:36,216,24779.51197908382
2025-02-20 00:03:37,217,25248.938182520455
2025-02-20 00:03:38,218,24863.40671898565
2025-02-20 00:03:39,219,25260.91703061251
2025-02-20 00:03:40,220,25047.395499759805
2025-02-20 00:03:41,221,25498.5819837125
2025-02-20 00:03:42,222,24986.862633134195
2025-02-20 00:03:43,223,25063.490598326604
2025-02-20 00:03:44,224,25026.02814405254
2025-02-20 00:03:45,225,24473.737800089595
2025-02-20 00:03:46,226,25394.295789473428
2025-02-20 00:03:47,227,25855.89743105265
2025-02-20 00:03:48,228,24856.102680392833
2025-02-20 00:03:49,229,25574.323702624577
2025-02-20 00:03:50,230,25784.60355590683
2025-02-20 00:03:51,231,24463.508453217186
2025-02-20 00:03:52,232,24358.111273785064
2025-02-20 00:03:53,233,25517.129528821137
2025-02-20 00:03:54,234,24797.078701651186
2025-02-20 00:03:55,235,24667.554345611254
2025-02-20 00:03:56,236,24904.561812023054
2025-02-20 00:03:57,237,25461.558982034847
2025-02-20 00:03:58,238,24831.68826168804
2025-02-20 00:03:59,239,24575.363738635286
2025-02-20 00:04:00,240,24078.309492901015
2025-02-20 00:04:01,241,25048.12898934598
2025-02-20 00:04:02,242,24057.994142065756
2025-02-20 00:04:03,243,24741.060382207183
2025-02-20 00:04:04,244,24579.610345197318
2025-02-20 00:04:05,245,24858.813441825117
2025-02-20 00:04:06,246,24636.434135135973
2025-02-20 00:04:07,247,25519.032573311066
2025-02-20 00:04:08,248,24209.36625523341
2025-02-20 00:04:09,249,25120.174496752785
2025-02-20 00:04:10,250,24834.544977315574
2025-02-20 00:04:11,251,25337.870977414088
2025-02-20 00:04:12,252,25266.001696510295
2025-02-20 00:04:13,253,24219.456103480294
2025-02-20 00:04:14,254,25248.20672835873
2025-02-20 00:04:15,255,24250.407963381567
2025-02-20 00:04:16,256,24758.237875001796
2025-02-20 00:04:17,257,25283.054518886856
2025-02-20 00:04:18,258,25500.288293292473
2025-02-20 00:04:19,259,25505.443621833754
2025-02-20 00:04:20,260,24860.074088218735
2025-02-20 00:04:21,261,25252.675856057107
2025-02-20 00:04:22,262,25061.826137838387
2025-02-20 00:04:23,263,26030.818477936537
2025-02-20 00:04:24,264,25164.174867767386
2025-02-20 00:04:25,265,24916.292217226535
2025-02-20 00:04:26,266,24667.479012466065
2025-02-20 00:04:27,267,25231.583000125793
2025-02-20 00:04:28,268,24471.477243213325
2025-02-20 00:04:29,269,25242.87649556674
2025-02-20 00:04:30,270,25327.12374782183
2025-02-20 00:04:31,271,25284.446498514328
2025-02-20 00:04:32,272,25058.960059775472
2025-02-20 00:04:33,273,24841.236360608516
2025-02-20 00:04:34,274,24376.534840868826
2025-02-20 00:04:35,275,25844.526370249016
2025-02-20 00:04:36,276,25592.653201092624
2025-02-20 00:04:37,277,25378.740129942453
2025-02-20 00:04:38,278,25738.06992692397
2025-02-20 00:04:39,279,25617.389404358382
2025-02-20 00:04:40,280,25064.76166956461
2025-02-20 00:04:41,281,24845.36519275132
2025-02-20 00:04:42,282,25063.75555747723
2025-02-20 00:04:43,283,24511.0126619398
2025-02-20 00:04:44,284,24964.08782019857
2025-02-20 00:04:45,285,23927.747214930954
2025-02-20 00:04:46,286,25091.42854092354
2025-02-20 00:04:47,287,24774.51779039852
2025-02-20 00:04:48,288,24439.015712634595
2025-02-20 00:04:49,289,25079.752897733182
2025-02-20 00:04:50,290,25132.651620789708
2025-02-20 00:04:51,291,25282.15054576716
2025-02-20 00:04:52,292,25697.214232388316
2025-02-20 00:04:53,293,23891.13841975096
2025-02-20 00:04:54,294,26110.90776017259
2025-02-20 00:04:55,295,25327.83423620141
2025-02-20 00:04:56,296,25044.46227506363
2025-02-20 00:04:57,297,24570.99403962658
2025-02-20 00:04:58,298,24772.30164629158
2025-02-20 00:04:59,299,25826.04191278961
2025-02-20 00:05:00,300,25466.581882652456
2025-02-20 00:05:01,301,24760.487073810495
2025-02-20 00:05:02,302,24361.510725014195
2025-02-20 00:05:03,303,25245.93181217934
2025-02-20 00:05:04,304,24253.099778077572
2025-02-20 00:05:05,305,25403.13170681893
2025-02-20 00:05:06,306,25345.129478658615
2025-02-20 00:05:07,307,24756.24583915018
2025-02-20 00:05:08,308,24609.66240798731
2025-02-20 00:05:09,309,24093.962479015096
2025-02-20 00:05:10,310,25181.126044733828
2025-02-20 00:05:11,311,25731.10045286219
2025-02-20 00:05:12,312,24997.96958281839
2025-02-20 00:05:13,313,24470.353195040043
2025-02-20 00:05:14,314,24093.371330048885
2025-02-20 00:05:15,315,24059.01273964579
2025-02-20 00:05:16,316,25490.06050383515
2025-02-20 00:05:17,317,24668.634538516948
2025-02-20 00:05:18,318,24237.92557050059
2025-02-20 00:05:19,319,25500.773530501483
2025-02-20 00:05:20,320,24308.07020445703
2025-02-20 00:05:21,321,25312.656142622403
2025-02-20 00:05:22,322,26141.893338368634
2025-02-20 00:05:23,323,25284.89313294211
2025-02-20 00:05:24,324,25196.887028147074
2025-02-20 00:05:25,325,25923.888002406962
2025-02-20 00:05:26,326,25633.846499816398
2025-02-20 00:05:27,327,25013.272516568126
2025-02-20 00:05:28,328,25136.958922456448
2025-02-20 00:05:29,329,24893.081693661963
2025-02-20 00:05:30,330,25010.347275605083
2025-02-20 00:05:31,331,25304.47361456911
2025-02-20 00:05:32,332,25290.936907782332
2025-02-20 00:05:33,333,24976.053880415187
2025-02-20 00:05:34,334,24733.01772638118
2025-02-20 00:05:35,335,25078.09054999377
2025-02-20 00:05:36,336,25578.98814195952
2025-02-20 00:05:37,337,24981.650331161745
2025-02-20 00:05:38,338,25096.546172675273
2025-02-20 00:05:39,339,24603.799055088835
2025-02-20 00:05:40,340,23860.746018544607
2025-02-20 00:05:41,341,24258.671110808747
2025-02-20 00:05:42,342,25124.498503324125
2025-02-20 00:05:43,343,25034.1959999445
2025-02-20 00:05:44,344,25352.796602819628
2025-02-20 00:05:45,345,25332.262469810394
2025-02-20 00:05:46,346,25153.58539218896
2025-02-20 00:05:47,347,24130.3464938427
2025-02-20 00:05:48,348,24838.862392074225
2025-02-20 00:05:49,349,24170.116922257064
2025-02-20 00:05:50,350,25304.225874872493
2025-02-20 00:05:51,351,25135.943985948194
2025-02-20 00:05:52,352,25023.281119026407
2025-02-20 00:05:53,353,25608.651390182178
2025-02-20 00:05:54,354,25762.70512554104
2025-02-20 00:05:55,355,24625.696019685023
2025-02-20 00:05:56,356,25088.397674175812
2025-02-20 00:05:57,357,24972.933426518306
2025-02-20 00:05:58,358,24461.01228663604
2025-02-20 00:05:59,359,26013.937024503375
2025-02-20 00:06:00,360,25059.299884881515
2025-02-20 00:06:01,361,24730.4660419033
2025-02-20 00:06:02,362,24703.328228603066
2025-02-20 00:06:03,363,24156.490931050088
2025-02-20 00:06:04,364,25338.76812766085
2025-02-20 00:06:05,365,24498.31163138011
2025-02-20 00:06:06,366,24992.9892644879
2025-02-20 00:06:07,367,25270.215911598567
2025-02-20 00:06:08,368,25554.844378757738
2025-02-20 00:06:09,369,24673.739311410965
2025-02-20 00:06:10,370,25385.501960704612
2025-02-20 00:06:11,371,24260.01453968385
2025-02-20 00:06:12,372,25683.233154286594
2025-02-20 00:06:13,373,24805.89504567466
2025-02-20 00:06:14,374,25150.87077017713
2025-02-20 00:06:15,375,24057.33407497652
2025-02-20 00:06:16,376,26092.54603804594
2025-02-20 00:06:17,377,25911.776519711184
2025-02-20 00:06:18,378,24132.03362160741
2025-02-20 00:06:19,379,25328.045740702484
2025-02-20 00:06:20,380,25248.37565229696
2025-02-20 00:06:21,381,25087.921293960655
2025-02-20 00:06:22,382,25097.64007207657
2025-02-20 00:06:23,383,25671.48536774697
2025-02-20 00:06:24,384,24505.51194677967
2025-02-20 00:06:25,385,25776.52047417327
2025-02-20 00:06:26,386,25172.82135209069
2025-02-20 00:06:27,387,25072.500751189138
2025-02-20 00:06:28,388,25771.259649147618
2025-02-20 00:06:29,389,25692.932635954014
2025-02-20 00:06:30,390,25304.665638307062
2025-02-20 00:06:31,391,25308.900832891246
2025-02-20 00:06:32,392,25213.73283206494
2025-02-20 00:06:33,393,24948.553289500323
2025-02-20 00:06:34,394,24576.105261818837
2025-02-20 00:06:35,395,25237.998499312915
2025-02-20 00:06:36,396,24476.02016254553
2025-02-20 00:06:37,397,24957.45719780356
2025-02-20 00:06:38,398,25358.624308378152
2025-02-20 00:06:39,399,24757.226428963488
2025-02-20 00:06:40,400,25007.09524917293
2025-02-20 00:06:41,401,24473.31567832871
2025-02-20 00:06:42,402,24656.20781686257
2025-02-20 00:06:43,403,25216.807377747125
2025-02-20 00:06:44,404,25344.662325928817
2025-02-20 00:06:45,405,25437.54637661017
2025-02-20 00:06:46,406,24648.517300215684
2025-02-20 00:06:47,407,24868.555396233303
2025-02-20 00:06:48,408,24661.528596782613
2025-02-20 00:06:49,409,25075.084056906835
2025-02-20 00:06:50,410,24352.588841292225
2025-02-20 00:06:51,411,24439.646623564033
2025-02-20 00:06:52,412,24909.433912297052
2025-02-20 00:06:53,413,24708.39652618902
2025-02-20 00:06:54,414,24945.976149244514
2025-02-20 00:06:55,415,24846.461635092604
2025-02-20 00:06:56,416,24724.95665729721
2025-02-20 00:06:57,417,24410.997935731742
2025-02-20 00:06:58,418,25630.77869825666
2025-02-20 00:06:59,419,24920.814577323166
2025-02-20 00:07:00,420,24653.8172454276
2025-02-20 00:07:01,421,25250.394254481846
2025-02-20 00:07:02,422,25309.674935507144
2025-02-20 00:07:03,423,24570.24525410463
2025-02-20 00:07:04,424,24798.41505882277
2025-02-20 00:07:05,425,25517.765130656084
2025-02-20 00:07:06,426,25184.583196308588
2025-02-20 00:07:07,427,24503.211987335097
2025-02-20 00:07:08,428,25296.49570940259
2025-02-20 00:07:09,429,24187.539049495248
2025-02-20 00:07:10,430,25259.572357090154
2025-02-20 00:07:11,431,24834.953437785734
2025-02-20 00:07:12,432,24120.762760506837
2025-02-20 00:07:13,433,25142.312839320333
2025-02-20 00:07:14,434,24369.169489270396
2025-02-20 00:07:15,435,24048.9176545586
2025-02-20 00:07:16,436,24930.909352775885
2025-02-20 00:07:17,437,24861.609245360334
2025-02-20 00:07:18,438,24493.59455484639
2025-02-20 00:07:19,439,24474.831683983703
2025-02-20 00:07:20,440,25143.781707134753
2025-02-20 00:07:21,441,24694.849242947566
2025-02-20 00:07:22,442,24923.79196506274
2025-02-20 00:07:23,443,23352.407430224026
2025-02-20 00:07:24,444,25525.771583650483
2025-02-20 00:07:25,445,25190.15114107787
2025-02-20 00:07:26,446,25069.726663692243
2025-02-20 00:07:27,447,24478.28179069962
2025-02-20 00:07:28,448,25086.67152411806
2025-02-20 00:07:29,449,24214.397996080384
2025-02-20 00:07:30,450,24900.141686405157
2025-02-20 00:07:31,451,25312.99923737041
2025-02-20 00:07:32,452,25161.937330801025
2025-02-20 00:07:33,453,25692.709325606636
2025-02-20 00:07:34,454,25597.53895035784
2025-02-20 00:07:35,455,24681.638583411554
2025-02-20 00:07:36,456,24081.856458810063
2025-02-20 00:07:37,457,23706.657116812265
2025-02-20 00:07:38,458,25899.337255501287
2025-02-20 00:07:39,459,25954.76822212461
2025-02-20 00:07:40,460,24373.009995661454
2025-02-20 00:07:41,461,24852.6674332508
2025-02-20 00:07:42,462,25815.72481708249
2025-02-20 00:07:43,463,24686.849702917774
2025-02-20 00:07:44,464,25451.89897130792
2025-02-20 00:07:45,465,24891.916832292452
2025-02-20 00:07:46,466,24473.93648616438
2025-02-20 00:07:47,467,25587.32050400384
2025-02-20 00:07:48,468,25438.09966210521
2025-02-20 00:07:49,469,25352.946094093317
2025-02-20 00:07:50,470,25411.65234320098
2025-02-20 00:07:51,471,24514.638205558986
2025-02-20 00:07:52,472,25074.829685085046
2025-02-20 00:07:53,473,25154.06873739572
2025-02-20 00:07:54,474,24175.946566627612
2025-02-20 00:07:55,475,25211.96550218393
2025-02-20 00:07:56,476,24178.383614411618
2025-02-20 00:07:57,477,24668.390302489683
2025-02-20 00:07:58,478,24925.5757096236
2025-02-20 00:07:59,479,24604.98929441185
2025-02-20 00:08:00,480,24391.653831349988
2025-02-20 00:08:01,481,25219.22588654135
2025-02-20 00:08:02,482,24490.047777737316
2025-02-20 00:08:03,483,25919.963668244447
2025-02-20 00:08:04,484,24733.5535518967
2025-02-20 00:08:05,485,25020.190567362915
2025-02-20 00:08:06,486,24482.72482411701
2025-02-20 00:08:07,487,25031.58234467309
2025-02-20 00:08:08,488,25164.951853112932
2025-02-20 00:08:09,489,25550.318286367117
2025-02-20 00:08:10,490,25152.875965640927
2025-02-20 00:08:11,491,25630.027888998768
2025-02-20 00:08:12,492,24534.345895357972
2025-02-20 00:08:13,493,25114.96362295083
2025-02-20 00:08:14,494,24589.160113924132
2025-02-20 00:08:15,495,24715.102295202265
2025-02-20 00:08:16,496,25126.256747442847
2025-02-20 00:08:17,497,24337.373342781764
2025-02-20 00:08:18,498,24980.58168474235
2025-02-20 00:08:19,499,24523.943015816352
2025-02-20 00:08:20,500,25499.19392035001
2025-02-20 00:08:21,501,25258.322833232643
2025-02-20 00:08:22,502,24366.835486159784
2025-02-20 00:08:23,503,24740.090707017174
2025-02-20 00:08:24,504,25467.706393044158
2025-02-20 00:08:25,505,25030.846547358833
2025-02-20 00:08:26,506,25044.48489889606
2025-02-20 00:08:27,507,25805.59071331974
2025-02-20 00:08:28,508,24948.448399482637
2025-02-20 00:08:29,509,24924.10410037817
2025-02-20 00:08:30,510,24547.16869145944
2025-02-20 00:08:31,511,25390.904284676784
2025-02-20 00:08:32,512,25568.9284505424
2025-02-20 00:08:33,513,24918.645251788064
2025-02-20 00:08:34,514,24112.065512476256
2025-02-20 00:08:35,515,24799.728222728918
2025-02-20 00:08:36,516,25064.884363518995
2025-02-20 00:08:37,517,25209.669821762363
2025-02-20 00:08:38,518,25140.162126052626
2025-02-20 00:08:39,519,24764.926323235635
2025-02-20 00:08:40,520,24547.10971058769
2025-02-20 00:08:41,521,24390.101735597127
2025-02-20 00:08:42,522,25635.15254641831
2025-02-20 00:08:43,523,25342.388069053217
2025-02-20 00:08:44,524,25280.925914643332
2025-02-20 00:08:45,525,25189.46260713587
2025-02-20 00:08:46,526,25810.667389196595
2025-02-20 00:08:47,527,26567.3843489335
2025-02-20 00:08:48,528,24646.782759975606
2025-02-20 00:08:49,529,25108.668350055807
2025-02-20 00:08:50,530,24313.25829690391
2025-02-20 00:08:51,531,24333.420265508696
2025-02-20 00:08:52,532,25093.64369994841
2025-02-20 00:08:53,533,24824.86161759176
2025-02-20 00:08:54,534,24266.962526522795
2025-02-20 00:08:55,535,24734.29170015433
2025-02-20 00:08:56,536,25495.66254727354
2025-02-20 00:08:57,537,24776.882304522194
2025-02-20 00:08:58,538,25054.57663985395
2025-02-20 00:08:59,539,24645.329148053675
2025-02-20 00:09:00,540,25321.19672813173
2025-02-20 00:09:01,541,25363.642658032
2025-02-20 00:09:02,542,24644.093966111017
2025-02-20 00:09:03,543,24335.700165787057
2025-02-20 00:09:04,544,24532.12248817339
2025-02-20 00:09:05,545,23612.587795829328
2025-02-20 00:09:06,546,25213.06991500302
2025-02-20 00:09:07,547,24117.22492187277
2025-02-20 00:09:08,548,25451.866329592067
2025-02-20 00:09:09,549,25068.600423167452
2025-02-20 00:09:10,550,24309.096106533827
2025-02-20 00:09:11,551,25933.21113626389
2025-02-20 00:09:12,552,24566.260797607243
2025-02-20 00:09:13,553,25580.81343487979
2025-02-20 00:09:14,554,24877.758208068408
2025-02-20 00:09:15,555,24338.330269267328
2025-02-20 00:09:16,556,24270.999949690562
2025-02-20 00:09:17,557,24717.99127840775
2025-02-20 00:09:18,558,24516.556287573585
2025-02-20 00:09:19,559,24662.92367844103
2025-02-20 00:09:20,560,25417.302423789723
2025-02-20 00:09:21,561,25525.290314690315
2025-02-20 00:09:22,562,24640.0076038905
2025-02-20 00:09:23,563,24915.89476996439
2025-02-20 00:09:24,564,23865.281687383893
2025-02-20 00:09:25,565,24544.137200377314
2025-02-20 00:09:26,566,25154.28942545855
2025-02-20 00:09:27,567,25485.879039213112
2025-02-20 00:09:28,568,25636.76368404696
2025-02-20 00:09:29,569,24806.550227190375
2025-02-20 00:09:30,570,24699.185683143038
2025-02-20 00:09:31,571,24748.187672527914
2025-02-20 00:09:32,572,25408.152420613955
2025-02-20 00:09:33,573,24990.204303311493
2025-02-20 00:09:34,574,24493.793491546865
2025-02-20 00:09:35,575,25489.00178325213
2025-02-20 00:09:36,576,25042.062827187354
2025-02-20 00:09:37,577,24382.73096355648
2025-02-20 00:09:38,578,25251.0222794926
2025-02-20 00:09:39,579,26087.84881237259
2025-02-20 00:09:40,580,26346.68388262349
2025-02-20 00:09:41,581,25500.80623572333
2025-02-20 00:09:42,582,26246.809108747544
2025-02-20 00:09:43,583,24755.743923652164
2025-02-20 00:09:44,584,25385.45174349452
2025-02-20 00:09:45,585,25840.36213312523
2025-02-20 00:09:46,586,25610.9971087394
2025-02-20 00:09:47,587,24881.855909357982
2025-02-20 00:09:48,588,24396.919685478442
2025-02-20 00:09:49,589,24651.319524119583
2025-02-20 00:09:50,590,24439.74760651873
2025-02-20 00:09:51,591,25208.36483029079
2025-02-20 00:09:52,592,24839.69708019974
2025-02-20 00:09:53,593,24820.239973987995
2025-02-20 00:09:54,594,24320.4093346987
2025-02-20 00:09:55,595,24451.229097498825
2025-02-20 00:09:56,596,24097.45999188864
2025-02-20 00:09:57,597,25274.854057111763
2025-02-20 00:09:58,598,25540.37982406997
2025-02-20 00:09:59,599,25846.515232115
2025-02-20 00:10:00,600,25340.854168170652
2025-02-20 00:10:01,601,25314.813814564914
2025-02-20 00:10:02,602,24619.87341357433
2025-02-20 00:10:03,603,25257.233975289593
2025-02-20 00:10:04,604,24734.342854658054
2025-02-20 00:10:05,605,25793.95856318849
2025-02-20 00:10:06,606,25130.356782537838
